name,type,cask,location,age,abv %,cost,badge,# ratings,community rating,flavor summary,expert,expert score,smoky,earthy,spicy,herbal,oily,bitter,rich,sweet,mineral,salty,umami,tart,fruity,floral
ASTRAL TEQUILA REPOSADO,TEQUILA REPOSADO,FIRST FILL AMERICAN OAK EX-BOURBON,"JALISCO, MEXICO",NAS,40.0,2,ASTRAL ,3,2.5,RICH,AMANDA SCHUSTER,88,5,5,20,15,5,0,40,30,15,0,5,10,30,10
TEQUILA GRAN SOCIEDAD JOVEN,TEQUILA JOVEN,MEDIUM TOASTED AMERICAN OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,5,TEQUILA GRAN SOCIEDAD ,unknown,unknown,RICH & HERBAL,STEPHANIE MORENO,88,15,25,35,55,25,45,55,25,35,10,0,35,30,0
EL LUCHADOR DISTILL-PROOF BLANCO TEQUILA,TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,55.0,2,EL LUCHADOR ,unknown,unknown,SPICY,STEPHANIE MORENO,88,0,40,55,50,20,40,40,40,20,10,10,40,35,0
EL LUCHADOR BLANCO TEQUILA,TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,EL LUCHADOR ,unknown,unknown,HERBAL,STEPHANIE MORENO,88,0,35,25,65,30,30,40,45,15,10,10,50,35,0
TEQUILA KOMOS EXTRA AÑEJO,TEQUILA EXTRA AÑEJO,FRENCH EX-WHITE WINE BARRELS AND AMERICAN OAK WHISKEY BARRELS,"JALISCO, MEXICO",NAS,40.0,5,TEQUILA KOMOS ,10,4.44,SWEET & RICH,STEPHANIE MORENO,88,0,35,40,40,15,30,55,65,10,0,0,35,25,0
TRES GENERACIONES AÑEJO CRISTALINO TEQUILA,TEQUILA AÑEJO,AMERICAN OAK,"JALISCO, MEXICO",NAS,40.0,3,TRES GENERACIONES ,3,4.13,HERBAL,STEPHANIE MORENO,88,10,45,30,75,15,45,40,35,10,10,15,30,15,0
TEREMANA TEQUILA AÑEJO,TEQUILA AÑEJO,AMERICAN WHISKEY BARRELS,"JALISCO, MEXICO",NAS,40.0,2,TEREMANA TEQUILA ,42,3.89,RICH & SWEET,AMANDA SCHUSTER,88,0,15,20,25,10,5,80,75,5,0,0,15,40,0
TEQUILA ZARPADO BLANCO,TEQUILA BLANCO,unknown,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,1,TEQUILA ZARPADO ,4,4.25,RICH,AMANDA SCHUSTER,88,5,15,40,30,10,10,60,25,15,15,10,20,20,10
TEQUILA LOBOS 1707 JOVEN,TEQUILA JOVEN,FINISHED IN PEDRO XIMÉNEZ WINE BARRELS,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,LOBOS 1707 ,8,4.09,RICH & SWEET,AMANDA SCHUSTER,88,10,10,30,20,10,5,75,70,18,5,0,30,40,0
EXPRESIONES DEL CORAZÓN WILLIAM LARUE WELLER AÑEJO (2020 RELEASE),TEQUILA AÑEJO,EX-WILLIAM LARUE WELLER BOURBON BARRELS,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,3,EXPRESIONES DEL CORAZÓN ,1,5.0,HERBAL & SWEET,STEPHANIE MORENO,88,35,35,35,70,15,40,55,65,0,10,25,35,10,0
LALO TEQUILA,TEQUILA BLANCO,unknown,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,LALO TEQUILA ,61,4.28,HERBAL,STEPHANIE MORENO,88,0,30,40,65,25,40,40,40,20,0,0,40,20,0
CRÁNEO ORGANIC MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,42.0,2,123 SPIRITS ,9,3.52,HERBAL & RICH,STEPHANIE MORENO,88,35,45,20,80,30,10,70,20,10,10,35,35,15,0
MIEL DE TIERRA REPOSADO,MEZCAL REPOSADO,"VIRGIN, LOCAL OAK","ZACATECAS, MEXICO",NAS,40.0,3,MIEL DE TIERRA ,3,4.92,SWEET & EARTHY,JOHN RANKIN,88,5,65,45,20,15,0,55,80,60,35,45,0,20,20
BLUE NECTAR AÑEJO FOUNDER'S BLEND TEQUILA,TEQUILA AÑEJO,CHARRED AMERICAN OAK,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,3,BLUE NECTAR ,11,3.98,HERBAL,RON BECHTOL,88,10,15,30,40,10,5,35,25,10,5,25,0,20,25
PATRÓN REPOSADO TEQUILA,TEQUILA REPOSADO,AMERICAN OAK,"HIGHLANDS, MEXICO",NAS,40.0,3,PATRÓN ,94,3.33,SWEET,AMANDA SCHUSTER,88,5,10,30,25,5,5,40,40,20,10,0,15,20,5
TEQUILA GALÁN REPOSADO,TEQUILA REPOSADO,VIRGIN WHITE OAK,"TEQUILA VALLEY, JALISCO, MEXICO",NAS,40.0,2,TEQUILA GALÁN ,unknown,unknown,SWEET & RICH,AMANDA SCHUSTER,88,15,15,20,30,10,0,70,70,10,0,0,10,50,5
6 DEGREE TEQUILA REPOSADO,TEQUILA REPOSADO,FRENCH OAK,"JALISCO, MEXICO",NAS,40.0,2,SIX DEGREE ,6,4.54,RICH & SWEET,AMANDA SCHUSTER,88,5,10,40,20,15,0,70,65,10,0,0,15,40,0
MEZCAL MARQUÉS PLATA,MEZCAL JOVEN,UNAGED,"GUANAJUATO, MEXICO",NAS,40.0,2,HACIENDA JARAL DE BERRIO ,2,3.63,SWEET & RICH,AMANDA SCHUSTER,88,10,15,40,25,10,0,70,70,25,10,30,10,50,5
MUCHA LIGA BRAVO BLANCO TEQUILA,TEQUILA BLANCO,UNAGED,"JALISCO, MEXICO",NAS,40.0,2,MUCHA LIGA ,6,4.54,SWEET & FRUITY,AMANDA SCHUSTER,88,0,15,30,15,5,0,60,70,20,0,0,10,60,30
VILLA LOBOS EXTRA AÑEJO TEQUILA,TEQUILA EXTRA AÑEJO,AMERICAN OAK,"LOS ALTOS, JALISCO , MEXICO",NAS,40.0,4,VILLA LOBOS ,2,4.0,RICH & BITTER,OMARI WHEAT,88,50,70,75,40,20,80,80,70,0,0,55,0,50,0
AGAVE DE CORTÉS AÑEJO MEZCAL,MEZCAL AÑEJO,AMERICAN OAK,"SANTIAGO MATATLAN, OAXACA , MEXICO",NAS,43.0,3,AGAVE DE CORTÉS ,3,3.5,RICH & SWEET,OMARI WHEAT,88,80,70,75,55,10,35,90,85,15,30,45,0,45,0
MEZCAL NUESTRA SOLEDAD SANTIAGO MATATLÁN,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,45.3,2,MEZCAL NUESTRA SOLEDAD ,16,3.68,RICH,JACOB GRIER,88,20,30,20,10,30,10,30,10,15,10,10,0,10,0
MEZCAL NUESTRA SOLEDAD SAN LUIS DEL RIO,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,47.9,2,NUESTRA SOLEDAD ,21,4.01,RICH,JACOB GRIER,88,10,30,40,10,20,10,40,20,30,10,0,10,20,15
MEZCAL NARO'BA JOVEN,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,40.0,3,MEZCAL NARO'BA ,1,3.5,SMOKY,AMANDA SCHUSTER,88,50,5,20,25,0,0,40,40,10,0,0,10,30,0
EL DECRETO TEQUILA BLANCO,TEQUILA BLANCO,AMERICAN OAK,"JALISCO, MEXICO",NAS,40.0,2,EL DECRETO ,1,5.0,HERBAL,AMANDA SCHUSTER,88,0,10,0,50,0,5,40,20,20,0,0,15,40,0
EMBAJADOR PREMIUM TEQUILA,TEQUILA REPOSADO,EX-BOURBON AMERICAN WHITE OAK AND EX-COGNAC FRENCH LIMOUSIN OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,EMBAJADOR ,2,3.75,RICH,AMANDA SCHUSTER,88,30,50,20,30,10,10,60,40,0,0,10,10,40,0
DEL MAGUEY SANTO DOMINGO ALBARRADAS MEZCAL,MEZCAL JOVEN,UNAGED,"OAXACA, MEXICO",NAS,48.0,3,DEL MAGUEY ,29,3.84,FRUITY,JACOB GRIER,88,30,15,15,40,50,10,50,20,20,20,10,0,70,10
SIETE LEGUAS REPOSADO TEQUILA,TEQUILA REPOSADO,WHITE OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,SIETE LEGUAS ,63,4.02,SPICY,JACOB GRIER,88,5,20,60,20,15,10,30,10,40,20,10,10,10,0
EL JOLGORIO BARRIL MEZCAL,MEZCAL JOVEN,unknown,"OAXACA, MEXICO",NAS,47.0,4,EL JOLGORIO ,20,3.9,SPICY & EARTHY,OMARI WHEAT,88,75,80,80,65,25,25,70,30,30,10,25,20,40,15
KOCH EL MEZCAL ESPADÍN,MEZCAL JOVEN,unknown,unknown,unknown,47.0,2,unknown,20,4.26,FRUITY & RICH,OMARI WHEAT,88,65,65,30,50,30,35,70,50,50,55,30,20,70,15
SCORPION MEZCAL REPOSADO,MEZCAL REPOSADO,unknown,unknown,unknown,40.0,2,unknown,12,3.31,SMOKY & SPICY,DISTILLER STAFF,88,90,78,80,67,0,20,40,43,60,20,60,0,64,39
DON JULIO REPOSADO TEQUILA,TEQUILA REPOSADO,AMERICAN WHITE OAK,"LOS ALTOS, JALISCO, MEXICO",NAS,40.0,2,DON JULIO ,289,3.89,FRUITY & SPICY,RON BECHTOL,88,30,40,60,55,15,15,40,20,20,15,20,5,60,40
DULCE VIDA BLANCO 100 PROOF TEQUILA,TEQUILA BLANCO,UNAGED,"LOS ALTOS, JALISCO, MEXICO",NAS,50.0,2,DULCE VIDA ,24,4.09,HERBAL & SPICY,RON BECHTOL,88,5,10,70,80,15,5,30,60,30,20,10,10,10,15
RIAZUL REPOSADO TEQUILA,TEQUILA REPOSADO,unknown,unknown,unknown,40.0,3,unknown,13,4.06,RICH & FRUITY,AMANDA SCHUSTER,88,5,10,40,40,10,0,70,60,5,0,0,20,60,0
LOS AMANTES REPOSADO MEZCAL,MEZCAL REPOSADO,CLAY AND NEW AMERICAN OAK,"OAXACA, MEXICO",NAS,40.0,3,LOS AMANTES MEZCAL ,19,3.92,SPICY & EARTHY,OMARI WHEAT,88,50,70,75,40,50,65,40,65,20,45,60,25,65,30
MEZCAL PIERDE ALMAS LA PURITITA VERDA,MEZCAL JOVEN,unknown,unknown,unknown,40.0,2,unknown,7,4.08,UMAMI & HERBAL,DANIEL DJANG,88,67,65,60,71,28,20,54,45,70,63,74,10,62,66
CORZO TEQUILA SILVER,TEQUILA BLANCO,unknown,unknown,unknown,40.0,3,unknown,25,3.66,FLORAL & UMAMI,BROCK SCHULTE,88,57,57,75,80,65,69,84,70,75,70,84,30,73,89
CORRALEJO AÑEJO TEQUILA,TEQUILA AÑEJO,AMERICAN OAK,"GUANAJUATO, MEXICO",NAS,40.0,2,TEQUILA CORRALEJO ,88,3.8,SWEET,AMANDA SCHUSTER,88,10,10,35,25,5,0,40,60,20,5,5,0,50,0
